,category,content,title
85,entertainment,"Hrithik Roshan has been voted the sexiest Asian male of 2019 as well as the last decade in an online poll released by British weekly newspaper Eastern Eye. Hrithik thanked his voters and added that he doesn't view it as an ""achievement"". ""I don't judge people by [looks]...What is attractive in a person is his or her journey,"" he stated.",Hrithik Roshan voted sexiest Asian male of the decade by British newspaper
86,entertainment,"American singer Jason Derulo has revealed that Instagram removed a picture he posted as it went ""against its Community Guidelines on nudity or sexual activity"". ""[F**k you] mean? I've underwear on...I can't help my size,"" he wrote while sharing a screenshot of the Instagram notification which said his post has been removed. The singer also posted the photo once again. ",I've underwear on: Jason Derulo after Instagram removes his pic over 'nudity'
87,entertainment,"Actor Hrithik Roshan has shared a report on Twitter about Akshay Kumar beating him at the box-office in 2019. ""How good would I be if I didn't have friends who were better than me,"" he wrote while adding a clapping emoji. The report stated that Akshay's 'Housefull 4' beat Hrithik's 'War' in terms of earnings in Mumbai.",I've friends who're better than me: Hrithik on Akshay beating him at box-office
88,entertainment,"Daniel Shravan, a filmmaker, has been criticised for writing on Facebook that instead of calling police, women should carry condoms and cooperate with rapists to save themselves from murder. He later deleted his posts, saying he wrote those as dialogues of a villain in a movie he'll direct. ""Whoever this Daniel Shravan is, needs medical help,"" actress Kubbra Sait tweeted. ","Filmmaker says 'women should carry condoms, cooperate with rapists'; criticised"
89,entertainment,"When asked about 53-year-old Salman Khan romancing a 21-year-old actress, Sonakshi Sinha said, ""You should ask him only."" ""[Ask him] what he's...doing to keep looking so young and keep romancing the younger girls,"" she added. On being pointed out that we never see ""a Madhuri Dixit romancing Ishaan Khatter"", Sonakshi said, ""But would you want to see [that]?...That [would be]...odd."" ",Ask him only: Sonakshi when asked about Salman romancing 21-yr-old actress
90,entertainment,"Actor Randeep Hooda dislocated his patella while shooting a stunt sequence for 'Radhe: Your Most Wanted Bhai'. ""A co-actor jumped on my back with all his might...bringing all the weight down on one knee,"" he said. ""I tried to do more takes but that caused more damage...I had to be carried off the set on people's shoulders,"" Randeep added.","Randeep Hooda dislocates knee during stunt, carried off set on shoulders"
91,entertainment,"Director Shoojit Sircar on Wednesday took to Twitter and asked the Bollywood fraternity to check their ""filmy ethics"" before lecturing. ""Bollywood, let's first better ourselves and then preach,"" he wrote. ""We'll protest on naitikta (morality) but first let's check our filmy ethics and get rid of our duality,"" he added. It was, however, unclear as to whom Sircar was targeting.",Check your filmy ethics before lecturing: Shoojit Sircar to Bollywood
92,entertainment,"Singer and actress Shibani Dandekar recalled an incident when once she couldn't find her car and had to walk down a street. ""Suddenly, I felt... scared. It wasn't even late at night,"" she said. ""I can't imagine having this feeling all the time...which many women probably have...I can't imagine living my life with no fear for my safety,"" Shibani added.",I can't imagine living my life with no fear for my safety: Shibani
93,entertainment,"Rishi Kapoor got criticised on Twitter for calling Martin Scorsese's 'The Irishman', ""painfully slow and boring"". He responded to the same by writing, ""Unfair...I hated 'Once upon a time in Hollywood' too. Have seen better works of...actors/directors involved!"" Earlier, a user had commented on Rishi's tweet, ""I HEARD YOU PAINT HOUSES,"" and another had replied, ""And do the carpentry too.""","Rishi gets criticised for calling The Irishman 'boring', actor responds"
94,entertainment,"Deepika Padukone, in an interview with The New York Times, opened up about her battle with depression. ""Waking up every day felt like a huge endeavour. All I wanted to do was sleep. When I was asleep, I didn't have to deal with reality,"" she said. ""For months I suffered silently, not knowing what was happening to me,"" Deepika added.",All I wanted to do was sleep: Deepika on fighting depression
95,entertainment,"American media personality Kim Kardashian revealed that she has ""gotten rid of all the plastic water bottles in her house"". This comes after her elder sister, Kourtney Kardashian got criticised for using a plastic bottle during an episode of 'Keeping Up with the Kardashians'. ""I could've brought a reusable bottle for the day, this is true,"" Kourtney tweeted later.",I've gotten rid of plastic bottles: Kim after Kourtney gets criticised
96,entertainment,"Actress Priyanka Chopra, who is UNICEF's Goodwill Ambassador, was honoured with the Danny Kaye Humanitarian Award at the organisation's Snowflake Ball in New York on Tuesday. ""Giving back is no longer a choice...it has to be a way of life,"" she said in her speech. ""Thank you...to serve as your Goodwill Ambassador is the privilege of my life,"" Priyanka tweeted.",Priyanka Chopra receives UNICEF's Danny Kaye Humanitarian Award
97,entertainment,"Deepika Padukone has said that she continues to choose scripts, the same way she did 10 years ago. ""When the narration finishes, I've to feel butterflies in my stomach, otherwise I don't take up the film. The film has to unsettle me,"" she said. ""I've to feel challenged. I've always listened to that voice in my head,"" Deepika added.",I've to feel butterflies in my stomach: Deepika on choosing scripts
98,entertainment,"Talking about working with 'Love Aaj Kal 2' director Imtiaz Ali, Kartik Aaryan said that both his ""acting process and personal mindset"" have changed after working with him. ""I think I'm a changed man now. There has been a huge change in me since I've shot for his film,"" he added. ""I'm in love with Imtiaz sir,"" Kartik further said.","Imtiaz Ali has changed my acting process, personal mindset: Kartik"
99,entertainment,"Actor Asha Parekh revealed in an interview that late director Nasir Hussain, known for making Qayamat Se Qayamat Tak (1988), was the only man ""she has ever loved"". She added that since Nasir was a married man, she chose not to be a homewrecker. ""As much as I loved him...could never consider breaking up his family."" she further said.",I loved a married director but didn't want to be homewrecker: Parekh
